,file,language,label,text
47,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Paragraph,"1 2 3 4 5 6 Placez la machine sur une surface plane. Lors de la première mise en marche de la machine, remplissez le réservoir d'eau froide. Démarrez la machine avec l'interrupteur ON/OFF. Laissez passer une ou deux fois un plein réservoir d'eau à travers la machine pour la nettoyer, sans utiliser de ﬁltre en papier ou de café. Préparation du café : ouvrez le couvercle et remplissez le réservoir d'eau avec de l'eau fraîche et froide jusqu'au niveau souhaité. Il y a un indicateur de niveau d'eau pour 2-10 grandes tasses / 3-15 petites tasses à l'intérieur du réservoir d'eau. Insérez le ﬁltre en papier dans le panier du ﬁltre et remplissez-le de café moulu. Il y a une jauge pour le nombre de cuillères à café recommandé à côté de la jauge à eau. Pour un café moyennement fort, une cuillère-mesure (env. 6-7 g) par tasse est suﬀisante. Fermez le couvercle du réservoir d'eau et placez la cruche (complète avec le couvercle) sur la plaque chauﬀante. Démarrez la machine avec l'interrupteur ON/OFF. Le témoin d'alimentation s'allume et de l'eau chaude s'écoule dans le ﬁltre. Lorsque l'eau a cessé de couler, la plaque chauﬀante maintient le café chaud jusqu'à ce que la machine s'éteigne avec l'interrupteur ON/OFF. Si la machine n'est pas éteinte manuellement, la fonction d'arrêt automatique de sécurité l'éteint après 40 minutes. Si la cruche est retirée, la valve de ﬁltration empêche le café de s'égoutter sur la plaque chauﬀante. Pendant l'ébullition, la cruche ne doit pas être retirée pendant plus de 30 secondes sinon le ﬁltre débordera. Le sélecteur d'arôme prolonge le temps de préparation pour maximiser l'extraction de la saveur et obtenir un café plus fort pour un petit nombre de tasses (normalement moins de 6). Appuyez sur le bouton Aroma et l'icône d'arôme s'allumera. GB NL BG FR DE GR PT ES"
48,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Header_0,CONSEILS DE SÉCURITÉ
49,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Paragraph,"Cet appareil n'est pas conçu pour être utilisé par des personnes (y compris des enfants) dont les facultés physiques, sensorielles ou mentales sont réduites, ou qui manquent d'expérience et de connaissances, à moins qu'une personne responsable de leur sécurité ne les supervise ou leur donne des instructions sur la manière de l'utiliser. Les enfants doivent être surveillés pour s’assurer qu’ils ne jouent pas avec l’appareil. Cet appareil peut être utilisé par des enfants à partir de 8 ans et par des personnes ayant des capacités physiques, sensorielles ou mentales réduites ou un manque d'expérience et de connaissances à condition d'être surveillées, d'avoir reçu des instructions concernant l'utilisation de l'appareil en toute sécurité et de comprendre les dangers encourus. Les enfants ne doivent pas jouer avec l’appareil."
50,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Header_1,ENTRETIEN ET NETTOYAGE
51,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Paragraph,"Éteignez l’appareil et débranchez le cordon d’alimentation. Essuyez toutes les surfaces extérieures avec un chiﬀon humide. La verseuse à café (F) et le couvercle de la verseuse passent au lave-vaisselle. N’utilisez jamais de produits nettoyants abrasifs ou corrosifs, et ne plongez jamais la machine dans du liquide ! Pour nettoyer le support du ﬁltre (E), soulevez la poignée et retirez le support du ﬁltre. Pour nettoyer soigneusement la vanne du ﬁltre, faites-la tourner à plusieurs reprises en la rinçant. Un détartrage régulier est recommandé, en fonction de la dureté de l’eau. Remplissez le réservoir d’eau et de détartrant selon les instructions du produit, puis suivez les étapes 9 et 10. Placez la verseuse à café (F) avec son couvercle sur la plaque chauﬀante (G). Laissez le détartrant agir pendant environ 15 minutes, puis allumez la machine. Éteignez-la une fois que la solution a terminé de s’écouler. Si nécessaire, répétez l’opération de détartrage. Faites fonctionner la machine au moins deux fois avec de l’eau plate. Puis rincez abondamment la verseuse à café (F), le couvercle de la verseuse et le support du ﬁltre (E) à l’eau courante, et activez la vanne du ﬁltre à plusieurs reprises pendant l’opération de rinçage. 1 2 3 4 5 GB NL BG FR DE GR PT ES Les opérations de nettoyage et d’entretien ne doivent pas être eﬀectuées par des enfants sans surveillance. L’appareil doit uniquement être branché à une alimentation électrique dont la tension et la fréquence correspondent aux spéciﬁcations de la plaque signalétique ! N’utilisez et ne touchez jamais l’appareil si – le cordon d’alimentation est endommagé, – le boîtier est endommagé. L’appareil doit impérativement être branché sur une prise reliée à la terre. Si nécessaire, une rallonge de câble fonctionnant avec 10 A peut être utilisée. Si l’appareil ou le cordon d’alimentation est endommagé, il doit être remplacé par le fabricant, son service après-vente ou une personne aux qualiﬁcations similaires aﬁn d’éviter tout danger. Placez toujours l’appareil sur une surface plane et horizontale. Ne laissez jamais l’appareil sans surveillance lorsqu’il est branché sur secteur. L’appareil doit être éteint et la ﬁche secteur doit être débranchée chaque fois après l’utilisation, avant le nettoyage et l’entretien. L’appareil et ses accessoires deviennent chauds pendant le fonctionnement. N’utilisez que les poignées et les boutons désignés. Laissez le produit refroidir avant de le ranger. Le câble secteur ne doit pas entrer en contact avec des éléments chauds de l’appareil. Ne plongez pas l’appareil dans l’eau ni dans un autre liquide. Ne dépassez pas le volume de remplissage maximal indiqué sur les appareils. N’utilisez pas et ne placez pas l’appareil sur une surface chaude ou à proximité d’une source de chaleur. Cet appareil est conçu pour un usage domestique et des applications équivalentes, notamment : – dans des cuisines pour les employés de magasins, bureaux et autres lieux de travail ; – dans des fermes ; – par des clients d’hôtels, de motels et d‘autres lieux de type résidentiel ; – en chambres d’hôtes. La cafetière ne doit pas être placée dans un meuble lorsqu'elle est en fonctionnement. GB NL BG FR DE GR PT ES Recyclez les matériaux portant le symbole. Déposez les emballages dans les bacs de r ecyclage prévus à cet eﬀet. Contribuez à la protection de l’environnement et de la santé humaine en recyclant les déchets des appareils électriques et électroniques."
52,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Header_0,PROBLÈME CAUSE POSSIBLE SOLUTION MISE AU REBUT
53,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Paragraph,"Ce symbole sur le produit indique qu’il contient une pile qui ne doit pas être mise au rebut avec les déchets ménagers. Ce symbole sur le produit ou sur son emballage indique que le produit ne doit pas être traité comme un déchet ménager. Pour recycler ce produit, déposez-le dans un point de collecte oﬀiciel ou rapportez-le au service après-vente AEG qui pourra retirer et recycler la pile et les composants électriques de façon sûre et professionnelle. Respectez les réglementations de votre pays concernant la collecte séparée des produits électriques et des batteries rechargeables. AEG se réserve le droit de modiﬁer les produits, les informations et les caractéristiques techniques sans préavis. Aucune action n’est nécessaire pour adapter le produit à 50 ou 60 Hz. Le produit s’adapte automatiquement. GB NL BG FR DE GR PT ES Problèmes Causes possibles L’alimentation électrique n’est pas connectée ou l’interrupteur MARCHE/ARRÊT n’est pas allumé. Pas d’eau dans le réservoir d’eau. Une trop grande quantité de tartre s’est accumulée dans le réservoir d’eau. La vanne anti-gouttes dans le support du ﬁltre est obstruée par des résidus de café en poudre. Pas de ﬁltre à café en papier dans le support du ﬁltre. Branchez la ﬁche d’alimentation sur la prise murale reliée à la terre et allumez l’interrupteur MARCHE/ARRÊT. Remplissez le réservoir d’eau froide. Lancez l’opération de détartrage. Retirez les particules qui obstruent la vanne anti-gouttes et nettoyez-la. Utilisez toujours un nouveau ﬁltre à café en papier dans le support du ﬁltre lorsque vous préparez du café. Le café ne coule pas. Le support du ﬁltre fuit. Café en poudre présent dans la verseuse à café. Solutions"
54,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,fr,Header_0,DÉPANNAGE
55,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Paragraph,"GB NL BG FR DE GR PT ES Danke, dass Sie sich für dieses AEG-Produkt entschieden haben. Um bestmögliche Ergebnisse zu erzielen, sollten Sie ausschließlich Originalzubehör und Originalersatzteile von AEG verwenden, die speziell für Ihr Produkt entwickelt wurden. Dieses Produkt wurde mit Rücksicht auf die Umwelt hergestellt. Alle Plastikteile sind für Recyclingzwecke markiert. Besuchen Sie uns auf unserer Website,um: Holen Sie sich Anwendungshinweise, Prospekte, Fehlerbehebungs- und Service-Informationen: www.aeg.com/webselfservice Ihr erworbenes Produkt zu registrieren, um den besten Service für es zu gewährleisten: www.registeraeg.com Kaufen Sie Verbrauchsartikel und Zubehör für Ihr Gerät: www.aeg.com/shop . REPARATUR- UND KUNDENDIENST Halten Sie folgende Angaben bereit, wenn Sie sich an den Kundendienst wenden Die Informationen ﬁnden Sie auf dem Typenschild. Modell, Produktnummer (PNC), Seriennummer. Warn-/ Sicherheitshinweise Allgemeine Hinweise und Ratschläge Umweltinformationen GB NL BG FR DE GR PT ES"
56,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Header_0,BAUTEILE
57,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Paragraph,A B C D E F G H I J K *in Abhängigkeit vom Modell EIN/AUS-Schalter mit Einschaltkontrolllampe Wasserbehälter Wasserstandsanzeige Scharnierdeckel Filterhalter mit Tropfschutzventil Kaﬀeekanne aus Glas Aufwärmplatte* Netzkabel und -stecker Aromataste Messlöﬀel Edelstahl-Thermoskanne* A F G H B C I D E K J GB NL BG FR DE GR PT ES
58,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Header_0,DIE ERSTEN SCHRITTE
59,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Paragraph,"1 2 3 4 5 6 Stellen Sie die Maschine auf eine ebene Oberﬂäche. Beim ersten Start der Maschine füllen Sie den Behälter mit kaltem Wasser. Starten Sie die Maschine mit dem EIN/AUS-Schalter. Lassen Sie ein- bis zweimal jeweils einen vollen Behälter Wasser durch die Maschine laufen, um sie zu reinigen, ohne Papierﬁlter oder Kaﬀee. Kaﬀeekochen: öﬀnen Sie den Deckel und füllen Sie den Wasserbehälter mit frischem kaltem Wasser bis zum gewünschten Niveau. Im Wasserbehälter beﬁndet sich eine Wasserstandsanzeige für 2-10 große Tassen / 3-15 kleine Tassen. Setzen Sie den Papierﬁlter in den Filterkorb und füllen Sie ihn mit gemahlenem Kaﬀee. Es gibt ein Messgerät für die empfohlene Anzahl von Löﬀeln Kaﬀee neben dem Wassermessgerät. Für mittelstarken Kaﬀee ein Messlöﬀel (ung. 6-7 g) je Tasse ist ausreichend. Schließen Sie den Deckel des Wasserbehälters und platzieren Sie die Kanne (vollständig mit Deckel) auf die Aufwärmplatte. Starten Sie die Maschine mit dem EIN/AUS-Schalter. Die Einschaltkontrolllampe leuchtet auf und heißes Wasser ﬂießt in den Filter. Wenn das Wasser nicht mehr ﬂießt, hält die Aufwärmplatte den Kaﬀee solange heiß, bis die Maschine mit dem EIN/AUS-Schalter ausgeschaltet wird. Wenn die Maschine nicht manuell ausgeschaltet wird, wird sie von der automatischen Sicherheits- Ausschaltfunktion nach 40 Minuten ausgeschaltet. Nach dem Entfernen der Kanne sorgt das Tropfventil dafür, dass kein Kaﬀee auf die Aufwärmplatte tropft. Um ein Überlaufen des Filters zu vermeiden, darf die Glaskaraﬀe während des Brühvorgangs nicht länger als 30 Sekunden entfernt werden. Der Aromawähler verlängert die Brühzeit, um die Aromaextrahierung zu maximieren und einen starken Kaﬀee für eine kleine Anzahl von Tassen zu bekommen (normalerweise unter 6). Drücken Sie die Aromataste, damit das Aromasymbol auﬂeuchtet. GB NL BG FR DE GR PT ES"
60,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Header_0,SICHERHEITSHINWEIS
61,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Paragraph,"Personen (einschließlich Kinder), die aufgrund ihrer eingeschränkten physischen, sensorischen oder geistigen Fähigkeiten oder ihrer Unerfahrenheit oder Unkenntnis nicht in der Lage sind, das Gerät sicher zu bedienen, sollten dieses Gerät nicht ohne Aufsicht oder Anweisung durch eine verantwortliche Person benutzen. Kinder sollten sorgsam beaufsichtigt werden, sodass sie nicht mit dem Gerät spielen können. Das Gerät kann durch Kinder ab 8 Jahren und Personen mit eingeschränkten physischen, sensorischen oder geistigen Fähigkeiten oder mit mangelnder Erfahrung/mangelndem Wissen benutzt werden, wenn sie durch eine für ihre Sicherheit zuständige Person beaufsichtigt werden oder von dieser Person"
62,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Header_1,REINIGUNG UND PFLEGE
63,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Paragraph,"Schalten Sie das Gerät aus und ziehen Sie den Netzstecker aus der Steckdose. Wischen Sie alle Außenﬂächen mit einem feuchten Tuch ab. Kaﬀeekanne (F) und Kannendeckel sind spülmaschinenfest. Verwenden Sie niemals ätzende Reinigungsmittel oder Scheuermittel und tauchen Sie das Gerät niemals in Flüssigkeiten ein! Zum Reinigen des Filterhalters (E) heben Sie den Griﬀ an und entfernen Sie den Filterhalter. Zum gründlichen Reinigen des Filterventils drehen Sie es mehrmals, während es abgespült wird. Regelmäßiges Entkalken wird je nach Wasserhärte empfohlen. Füllen Sie den Wassertank mit Wasser und Entkalker gemäß den Produktanweisungen und befolgen Sie dann die Schritte 9 und 10. Setzen Sie den Kaﬀeebehälter (F) mit Deckel auf die Warmhalteplatte (G). Lassen Sie den Entkalker etwa 15 Minuten lang wirken und schalten Sie dann die Maschine ein. Schalten Sie sie aus, sobald die Lösung durchgeﬂossen ist. Wiederholen Sie ggf. den Entkalkungsvorgang. Lassen Sie das Gerät mindestens zweimal mit klarem Wasser laufen. Spülen Sie anschließend den Kaﬀeebehälter (F), den Kannendeckel und den Filterhalter (E) unter ﬂießendem Wasser gründlich aus. Aktivieren Sie das Filterventil während des Spülgangs mehrmals. 1 2 3 4 5 GB NL BG FR DE GR PT ES Anweisungen erhielten, wie das Gerät sicher zu bedienen ist, und welche Gefahren bei nicht ordnungsgemäßer Bedienung bestehen. Kinder dürfen nicht mit dem Gerät spielen. Reinigung oder Wartung des Geräts darf nicht von Kindern ohne Aufsicht erfolgen. Das Gerät darf nur an ein Stromnetz angeschlossen werden, dessen Spannung und Frequenz mit den Angaben auf dem Typenschild übereinstimmen! Benutzen oder heben Sie das Gerät niemals an, wenn das Netzkabel oder das Gehäuse beschädigt ist. Das Gerät muss an eine geerdete Steckdose angeschlossen werden. Falls erforderlich, kann ein Verlängerungskabel, ausgelegt für 10 A, verwendet werden. Lassen Sie zur Vermeidung von Gefahren ein beschädigtes Gerät oder Netzkabel nur vom Hersteller, vom Kundendienst oder einer Fachkraft auswechseln. Stellen Sie das Gerät immer auf eine ﬂache, ebene Oberﬂäche. Lassen Sie das Gerät niemals unbeaufsichtigt, wenn es an den Netzstrom angeschlossen ist. Nach jeder Nutzung, vor jeder Reinigung und bei Wartung muss das Gerät ausgeschaltet und der Netzstecker gezogen werden. Das Gerät und Zubehörteile werden während des Betriebs heiß. Nutzen Sie nur die entsprechend bezeichneten Griﬀe und Knöpfe. Lassen Sie es abkühlen, bevor Sie es einlagern. Das Netzkabel darf nicht in Kontakt mit anderen heißen Teilen des Geräts kommen. Tauchen Sie das Gerät nicht ins Wasser oder in sonstige Flüssigkeiten. Überschreiten Sie nicht die auf dem Gerät ausgewiesene maximale Füllmenge. Verwenden Sie bzw. platzieren Sie das Gerät nicht auf einer heißen Oberﬂäche oder nahe einer Wärmequelle. Dieses Gerät ist für die Verwendung im Haushalt und ähnliche Zwecke vorgesehen, wie z. B.: – Personalküchenbereiche in Geschäften, Büros und anderen Arbeitsumfeldern – Bauernhöfe – für Gäste in Hotels, Motels und anderen wohnungsähnlichen Räumlichkeiten – Pensionen und vergleichbare Unterbringungsmöglichkeiten. GB NL BG FR DE GR PT ES Recyceln Sie Materialien mit dem Symbol. Entsorgen Sie die Verpackung in den entsprechenden Recyclingbehältern. Recyceln Sie zum Umwelt- und Gesundheitsschutz elektrische und elektronische Geräte."
64,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Header_0,STÖRUNG MÖGLICHE URSACHE ABHILFE ENTSORGUNG
65,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Paragraph,"Dieses Symbol auf dem Produkt zeigt an, dass es eine Batterie enthält, die nicht im normaler Hausmüll entsorgt werden darf. Das Symbol auf dem Produkt oder der Verpackung weist das Gerät als ein Produkt aus, das nicht in den Hausmüll gehört. Bitte entsorgen Sie dieses Gerät an einer entsprechenden Sammelstelle oder bringen es zum AEG Kundendienst, bei dem Batterie sowie elektrische Bauteile sicher und professionell entsorgt werden. Beachten Sie die jeweiligen lokalen Vorschriften für die Entsorgung von Elektrogeräten und wiederauﬂadbaren Batterie. AEG behält sich das Recht vor, Produkte, Informationen und technische Daten ohne Vorankündigung zu ändern. Die Kaﬀeemaschine darf nicht in den Schrank gestellt werden, wenn sie nicht benutzt wird. Zur Anpassung des Geräts auf 50 Hz oder 60 Hz ist keine Maßnahme erforderlich. Das Gerät stellt sich selbst ein. GB NL BG FR DE GR PT ES Symptome Mögliche Ursachen Die Stromversorgung ist nicht verbunden oder der EIN/AUS- Schalter ist nicht eingeschaltet. Kein Wasser im Wassertank. Es bilden sich zu viele Kalkablagerungen im Wassertank. Das Anti-Tropfventil im Filterhalter ist durch Restkaﬀeepulver verstopft. Kein Papierkaﬀeeﬁlter in der Filterhalterung. Stecken Sie den Netzstecker in eine geerdete Wandsteckdose und schalten den EIN/AUS- Schalter ein. Füllen Sie den Wassertank mit kaltem Wasser. Führen Sie den Entkalkungsvorgang durch. Entfernen Sie die Schmutzpartikel und reinigen Sie das Anti-Tropfventil. Verwenden Sie immer einen neuen Kaﬀeeﬁlter im Filterhalter, wenn Sie Kaﬀee brühen. Kaﬀee brüht nicht. Der Filterhalter ist undicht. Kaﬀeepulver im Kaﬀeebehälter gefunden. Lösungen"
66,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,de,Header_0,PROBLEMBEHEBUNG
67,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,"GB NL BG FR DE GR PT ES Σας ευχαριστούμε που επιλέξατε ένα προϊόν της AEG. Για να εξασφαλίζετε τα καλύτερα δυνατά αποτελέσματα, χρησιμοποιείτε πάντα γνήσια αξεσουάρ και ανταλλακτικά AEG Έχουν σχεδιαστεί αποκλειστικά για το προϊόν σας. Το προϊόν αυτό έχει σχεδιαστεί λαμβάνοντας υπόψη το περιβάλλον. Όλα τα πλαστικά μέρη είναι σημασμένα κατάλληλα με σκοπό να ανακυκλωθούν. . Επισκεφθείτε τον ιστότοπό μας για να: Βρείτε υποδείξεις χρήσης, φυλλάδια, συμβουλές για την επίλυση προβλημάτων, πληροφορίες συντήρησης: www.aeg.com/webselfservice Καταχωρίσετε το προϊόν σας, ώστε να έχετε καλύτερο σέρβις: www.registeraeg.com Αγοράστε Αξεσουάρ και Αναλώσιμα για τη συσκευή σας: www.aeg.com/shop"
68,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_0,.. ΥΠΟΣΤΗΡΙΞΗ ΠΕΛΑΤΩΝ ΚΑΙ ΣΕΡΒΙΣ
69,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,"Όταν επικοινωνείτε με το σέρβις, βεβαιωθείτε ότι έχετε διαθέσιμα τα ακόλουθα στοιχεία. Τα στοιχεία αυτά θα τα βρείτε στην πινακίδα τεχνικών χαρακτηριστικών. Μοντέλο, Κωδ. προϊόντος (PNC), Αριθμός σειράς. Προειδοποίηση / Προσοχή - Πληροφορίες για την ασφάλεια Γενικές πληροφορίες και συμβουλές Πληροφορίες σχετικές με το περιβάλλον GB NL BG FR DE GR PT ES"
70,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_0,ΕΞΑΡΤΗΜΑΤΑ
71,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,A B C D E F G H I J K *ανάλογα με το μοντέλο Διακόπτης ενεργοποίησης/απενεργοποίησης (ON/OFF) με ενδεικτική λυχνία λειτουργίας Δοχείο νερού Ένδειξη στάθμης νερού Συνδεδεμένο καπάκι Θήκη φίλτρου με βαλβίδα αποφυγής σταξίματος Γυάλινη κανάτα καφέ Θερμαινόμενη επιφάνεια* Καλώδιο τροφοδοσίας και φις Κουμπί αρώματος Κουτάλι μετρητής Κανάτα-θερμός από ανοξείδωτο ατσάλι A F G H B C I D E K J GB NL BG FR DE GR PT ES
72,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_0,ΕΝΑΡΞΗ ΧΡΗΣΗΣ
73,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,"1 2 3 4 5 6 Τοποθετήστε τη συσκευή σε μια επίπεδη επιφάνεια. Όταν θέτετε τη συσκευή σε λειτουργία για πρώτη φορά, γεμίστε το δοχείο με κρύο νερό. Ενεργοποιήστε τη συσκευή με το πλήκτρο ενεργοποίησης/απενεργοποίησης (ΟΝ/OFF). Αφήστε να περάσει από τη συσκευή ένα πλήρες δοχείο νερού μία ή δύο φορές για να την καθαρίσετε, χωρίς να χρησιμοποιήσετε χάρτινο φίλτρο ή καφέ. Ετοιμασία καφέ: ανοίξτε το καπάκι και γεμίστε το δοχείο νερού με φρέσκο κρύο νερό μέχρι το επιθυμητό επίπεδο. Υπάρχει ένδειξη στάθμης νερού εντός του δοχείου νερού για 2-10 μεγάλα φλιτζάνια / 3-15 μικρά φλιτζάνια. Τοποθετήστε ένα χάρτινο φίλτρο στο καλάθι του φίλτρου και γεμίστε το με αλεσμένο καφέ. Υπάρχει ένας μετρητής για τον συνιστώμενο αριθμό κουταλιών καφέ δίπλα στον μετρητή νερού. Για καφέ μέτριας έντασης, μια κουταλιά μετρητή (περίπου 6-7 gr) ανά φλιτζάνι είναι αρκετή. Κλείστε το καπάκι του δοχείου νερού και τοποθετήστε την κανάτα (μαζί με το καπάκι της) πάνω στη θερμαινόμενη επιφάνεια. Ενεργοποιήστε τη συσκευή με τον διακόπτη ενεργοποίησης/ απενεργοποίησης (ΟΝ/OFF). Θα ανάψει η ενδεικτική λυχνία λειτουργίας και θα αρχίσει να ρέει ζεστό νερό μέσα στο φίλτρο. Όταν το νερό σταματήσει να ρέει, η θερμαινόμενη επιφάνεια διατηρεί τον καφέ ζεστό μέχρι να κλείσετε τη συσκευή με τον διακόπτη ενεργοποίησης/απενεργοποίησης (ΟΝ/OFF). Εάν δεν κλείσετε εσείς τη συσκευή, η λειτουργίας ασφάλειας αυτόματης απενεργοποίησης την κλείνει μετά από 40 λεπτά. Εάν αφαιρέσετε την κανάτα, η βαλβίδα του φίλτρου αποτρέπει το στάξιμο του καφέ πάνω στη θερμαινόμενη επιφάνεια. Κατά το βράσιμο, δεν πρέπει να αφαιρέσετε την κανάτα για περισσότερο από 30 δευτερόλεπτα ή το φίλτρο θα υπερχειλίσει. Ο Επιλογέας αρώματος επεκτείνει τον χρόνο βρασμού για να μεγιστοποιηθεί η εξαγωγή του αρώματος και να παραχθεί δυνατότερος καφές για μικρό αριθμό φλιτζανιών (κανονικά λιγότερα από 6). Πατήστε το κουμπί Αρώματος και θα ανάψει το εικονίδιο του αρώματος. GB NL BG FR DE GR PT ES"
74,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_0,ΥΠΟΔΕΙΞΕΙΣ ΑΣΦΑΛΕΙΑΣ
75,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,"Η συσκευή αυτή δεν προορίζεται για χρήση από άτομα (συμπεριλαμβανομένων των παιδιών) με μειωμένες σωματικές, αισθητηριακές ή διανοητικές ικανότητες ή με έλλειψη εμπειρίας και γνώσεων, εκτός εάν βρίσκονται υπό επιτήρηση ή έχουν λάβει οδηγίες σχετικά με τη χρήση της συσκευής από άτομα υπεύθυνα για την ασφάλειά τους. Τα παιδιά πρέπει να εποπτεύονται ώστε να εξασφαλίζεται ότι δεν παίζουν με τη συσκευή. Η συσκευή αυτή μπορεί να χρησιμοποιηθεί από παιδιά ηλικίας 8 ετών και άνω και από άτομα με μειωμένες σωματικές, αισθητηριακές ή πνευματικές δυνατότητες ή έλλειψη εμπειρίας και γνώσης, εάν επιβλέπονται ή έχουν λάβει οδηγίες σχετικά με τη χρήση της συσκευής με ασφαλή τρόπο και κατανοούν"
76,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_1,ΦΡΟΝΤΙΔΑ ΚΑΙ ΚΑΘΑΡΙΣΜΟΣ
